"Df","Sum Sq","H","p.value"
5,28.6252100840336,0.288657580679331,0.997850979236572
1,1914.07619047619,19.3016086434574,1.11612276549877e-05
5,908.757142857142,9.16393757503001,0.102701207540453
22,392.5,NA,NA
